stage,min_ms,mean_ms,median_ms,p95_ms,max_ms
mfe_feature_extraction,0.8919999236240983,3.5770420025801286,1.561950019095093,8.17459505051374,62.67490005120635
float32_cnn_inference,6.33519992697984,27.542774697300047,12.352399993687868,58.486789959715665,604.9063999671489
int8_cnn_inference,0.10219996329396963,0.3336162994382903,0.16895000590011477,0.844129908364266,9.314700029790401
decision_logic,0.008199946023523808,0.03525350114796311,0.014950055629014969,0.08717996533960097,1.7963000573217869
end_to_end_total,1.0362000903114676,3.945911803166382,1.7459499649703503,9.183355048298832,63.1031000521034
